main_stage1,reference_stage1,overlap_rows,overlap_valid_rows,code_nmi
R6c_root_K20_stock_K5_PD_mild_slice_group_riskaware_top8_sell12_stage1,R6c_root_K20_stock_K5_PD_mild_slice_group_riskaware_top8_sell12_stage1_vqvae,3019,3003,0.49084804556531486
