from_code,0,1,2,3,4,5,6,7
0,0.9449715370018975,0.03984819734345351,0.0,0.009487666034155597,0.0,0.0,0.0056925996204933585,0.0
1,0.026615969581749048,0.9632446134347274,0.008871989860583017,0.0,0.0,0.0012674271229404308,0.0,0.0
2,0.011695906432748537,0.008771929824561403,0.97953216374269,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.9435483870967742,0.0,0.008064516129032258,0.04435483870967742,0.004032258064516129
4,0.005763688760806916,0.0,0.0,0.005763688760806916,0.9855907780979827,0.0,0.002881844380403458,0.0
5,0.0,0.0,0.0,0.0057306590257879654,0.0,0.9914040114613181,0.0028653295128939827,0.0
6,0.005847953216374269,0.014619883040935672,0.0,0.014619883040935672,0.014619883040935672,0.0,0.9502923976608187,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.9827586206896551
