code_id,n,mean_q_anchor,mean_q_scheduled,mean_q_target,mean_cash_anchor,mean_cash_scheduled,mean_cash_target,cash_p10,cash_p50,cash_p90,mean_delta_q_anchor,mean_delta_q_scheduled,root_anchor_risk_rate,root_anchor_cash_rate,root_anchor_hold_rate,root_scheduled_risk_rate,root_scheduled_cash_rate,root_scheduled_hold_rate,mean_cash_trade_delta,cash_buy_rate,cash_sell_rate,cash_target_z,q_target_z
0,527,0.8130120091013031,0.8070602759446266,0.8130120091013031,0.1869879908986969,0.19293972405537338,0.1869879908986969,0.144542098045349,0.1792783737182616,0.2429829835891723,0.00742097569630177,0.0014692425396252776,0.5616698292220114,0.3377609108159393,0.10056925996204934,0.2144212523719165,0.09867172675521822,0.6869070208728653,9.851491594018104e-05,0.5578747628083491,0.4269449715370019,0.34572743456441024,-0.3457274345644067
1,789,0.8220252073611899,0.8147278123443571,0.8220252073611899,0.17797479263881005,0.1852721876556428,0.17797479263881005,0.1369338631629943,0.166647732257843,0.2233469486236572,0.00854796232266813,0.0012505673058354299,0.5095057034220533,0.37135614702154623,0.11913814955640051,0.16096324461343473,0.09125475285171103,0.7477820025348543,-5.74570119326503e-05,0.5475285171102662,0.4461343472750317,0.050967892312963364,-0.05096789231296157
2,342,0.8490382678676069,0.8404485707764128,0.8490382678676069,0.15096173213239295,0.15955142922358723,0.15096173213239295,0.1094323992729187,0.1539825499057769,0.1895766258239746,0.010269591015610214,0.0016798939244159628,0.5380116959064327,0.38011695906432746,0.08187134502923976,0.15789473684210525,0.08771929824561403,0.7543859649122807,0.00015884305357995513,0.5058479532163743,0.49122807017543857,-0.8324429813963781,0.8324429813963783
3,248,0.7916320605624106,0.7702588672973305,0.7916320605624106,0.20836793943758927,0.2297411327026694,0.20836793943758927,0.1196740269660949,0.2028988599777221,0.2894409894943236,0.025760967243146943,0.0043877739780668,0.5161290322580645,0.4435483870967742,0.04032258064516129,0.2620967741935484,0.09274193548387097,0.6451612903225806,-4.279704503470928e-05,0.6169354838709677,0.3588709677419355,1.0449180728897824,-1.0449180728897818
4,347,0.8451667975967143,0.798201013994487,0.8451667975967143,0.15483320240328557,0.20179898600551308,0.15483320240328557,0.0917088389396667,0.1519190669059753,0.2016448974609374,0.058641483093542404,0.011675699491314966,0.4956772334293948,0.4409221902017291,0.06340057636887608,0.31988472622478387,0.11239193083573487,0.5677233429394812,-0.0016841107279116794,0.5389048991354467,0.45821325648414984,-0.7058338941462853,0.7058338941462855
5,349,0.7911836491273262,0.6573458910889326,0.7911836491273262,0.20881635087267375,0.3426541089110675,0.20881635087267375,0.127966523170471,0.2189729809761046,0.3006435036659242,0.15549864436212102,0.021660886323727323,0.7449856733524355,0.14613180515759314,0.10888252148997135,0.5988538681948424,0.034383954154727794,0.3667621776504298,-0.001898483484290933,0.3982808022922636,0.5902578796561605,1.0595825177998708,-1.0595825177998694
6,343,0.7950157080030302,0.7377136437461908,0.7950157080030302,0.2049842919969697,0.26228635625380914,0.2049842919969697,0.1225084662437439,0.184891104698181,0.31116384267807,0.06519422627288925,0.007892162016049862,0.6122448979591837,0.33819241982507287,0.04956268221574344,0.29737609329446063,0.1836734693877551,0.5189504373177842,-0.00015011894153938381,0.5160349854227405,0.41690962099125367,0.9342623054275196,-0.9342623054275191
7,58,0.881595985642795,0.8409168397014611,0.881595985642795,0.11840401435720498,0.15908316029853886,0.11840401435720498,0.0332606434822082,0.0608903169631955,0.2104619145393371,0.040535440567542866,-0.00014370537379093605,0.6206896551724138,0.3793103448275862,0.0,0.5344827586206896,0.22413793103448276,0.2413793103448276,-0.0005501004011578721,0.39655172413793105,0.603448275862069,-1.89718134745188,1.897181347451882
