market_context,code_id,n,share_context_days,mean_return,annualized_sharpe,mean_turnover_l1,score,mean_cash_target,mean_risk_stress,selected_reason,selected_code_id
bull_trend,2,96,0.28486646884273,0.001148431391588145,5.035251735618695,0.0013128326954523213,0.7926673177029916,0.160721298928062,0.4225907415651788,train_context_score,2
calm_hold,1,165,0.4984894259818731,0.0006213825188377393,2.2443419621152056,0.001162894690403845,0.38079001202055013,0.1819994803630944,0.4165863773109393,train_context_score,1
choppy_rotation,1,168,0.39069767441860465,0.0009063989616239849,3.4236101012714983,0.001410026199561405,0.5704915432164818,0.1810751092575845,0.3982597799124617,train_context_score,1
recovery,1,20,0.20833333333333334,0.0013146360828655448,5.504618600225468,0.006194783103622564,0.8805111962839396,0.17133443653583522,0.23447543850252325,train_context_score,1
stress,7,54,0.034482758620689655,0.003638776680129057,2.9893730430932837,0.004054774053639562,1.2150980728911227,0.11989444383868454,0.3366793162421946,train_context_score,7
