arm,source_code,target_code,eta,n,source_prob_delta_mean,source_prob_delta_p95_abs,target_prob_delta_mean,primitive_switch_rate,action_l1_shift_mean_proxy,action_l1_shift_p95_proxy,raw_action_l2_shift_mean_proxy,action_l1_shift_mean_exact,action_l1_shift_p95_exact,raw_action_l2_shift_mean_exact,logprob_delta_mean_exact,entropy_delta_mean_exact,cash_q_sum_deviation_p95_proxy,mahalanobis_p95_pct,knn_p95_pct,pca_recon_p95_pct,ae_recon_p95_pct,density_p95_pct,ood_max_p95_pct,directionality_gate,policy_output_gate_proxy,policy_output_gate_exact,portfolio_behavior_gate_proxy,ood_safety_gate,no_immediate_risk_blowup_gate_proxy,exact_policy_forward_available,eligible_stage55_proxy,eligible_stage55_exact,status,blocked_exact_reason,obs_ood_max_p95_pct,latent_ood_max_p95_pct
logit_action_mean,3,7,0.25,248,,,,,0.056766692972695335,0.0828424924261996,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,7,0.25,248,-0.0006254714545318557,0.002035979652473859,0.0009603197404461395,0.0,0.0011424510063783777,0.0018113907426595688,0.015592481993559388,0.0011424510063783777,0.0018113907426595688,0.015592481993559388,-0.00013563709874306955,-0.0009682870680286039,,0.945054945054945,0.968031968031968,0.9593739593739594,0.9530469530469531,0.967032967032967,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9790209790209791
hidden_direction,3,2,0.25,248,-0.012266102316079096,0.015941821967668357,0.004384567612145196,0.04032258064516129,0.006678805798102353,0.006678805798102409,0.07844490885971168,0.007063313672739652,0.008225092664361,0.07847873073431753,0.015828670993927988,-0.01034530516593687,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.9590409590409591,0.9530469530469531,0.9637029637029637,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,2,0.25,248,-0.012134521680479928,0.015867143920904214,0.00465221745129838,0.04032258064516129,0.006673500420926481,0.006673500420926598,0.07795972132506872,0.007027515878660544,0.008141912519931793,0.07799980660239535,0.016738060981996598,-0.008821548954133064,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.9617049617049617,0.9530469530469531,0.9637029637029637,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,3,2,0.25,248,,,,,0.04842475836311373,0.07206897640448297,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,2,0.25,248,-0.0020078213620857493,0.003752041881727536,0.0006039103074927047,0.0,0.0011482382073037087,0.0028471025638282283,0.013398921588480833,0.0011482382073037087,0.0028471025638282283,0.013398921588480833,0.0016571629431939895,-0.0011462550009450605,,0.9467199467199467,0.9663669663669664,0.9683649683649683,0.9547119547119547,0.967032967032967,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9790209790209791
hidden_direction,3,,0.5,248,-0.015423530624211663,0.02002469977322341,,0.07258064516129033,0.006307544065655195,0.0063075440656552816,0.07085037557974472,0.006516529795443339,0.007577449083328247,0.07088013654274325,0.01512805877193328,-0.008781802269720262,2.220446049250313e-16,0.9483849483849484,0.9716949716949717,0.9590409590409591,0.9530469530469531,0.9637029637029637,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,,0.5,248,-0.013178544131411256,0.017138256447482125,,0.04032258064516129,0.006867504443194836,0.006867504443194936,0.07781880771065003,0.0071463144023812585,0.008260663598775864,0.0778583005190857,0.018179724293370402,-0.008622507895192793,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.961038961038961,0.9530469530469531,0.9637029637029637,0.9823509823509824,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,3,,0.5,248,-0.002376365061328669,0.003625622369485826,,0.0,0.001200225399506669,0.0022572651505470276,0.013949099257813706,0.001200225399506669,0.0022572651505470276,0.013949099257813706,0.0025768433847735005,-0.002228952223254788,,0.945054945054945,0.9663669663669664,0.961038961038961,0.9530469530469531,0.9653679653679653,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9790209790209791
hidden_direction,3,1,0.5,248,-0.02289429717051877,0.03081071941175778,0.012075109934547955,0.07258064516129033,0.009041514982717729,0.009041514982717814,0.08555424618912605,0.008870520328562106,0.010016240179538727,0.08559852468991472,0.014833035007599861,-0.003345366447202621,2.220446049250313e-16,0.9483849483849484,0.9716949716949717,0.961038961038961,0.9530469530469531,0.9637029637029637,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,1,0.5,248,-0.02091624949143397,0.028464362492563566,0.012048640392210933,0.05241935483870968,0.011273464273624996,0.011273464273625081,0.11821499041166375,0.011510336456159431,0.013174336403608322,0.11827595039240775,0.022631152983634703,-0.01058790760655557,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.961038961038961,0.9530469530469531,0.9637029637029637,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,3,1,0.5,248,,,,,0.07267586815165922,0.11212066380030875,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,1,0.5,248,-0.004240760925195055,0.006922129954188838,0.0013680259116222874,0.020161290322580645,0.0020466756090641984,0.00426309863105416,0.023183819882932208,0.0020466756090641984,0.00426309863105416,0.023183819882932208,0.0028242449606618574,-0.0022258450908045615,,0.9433899433899434,0.9663669663669664,0.961038961038961,0.9530469530469531,0.9653679653679653,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9795537795537795
hidden_direction,3,7,0.5,248,-0.013083468914060365,0.019430052712770707,0.005523132693344842,0.04032258064516129,0.009287802047726054,0.009287802047726097,0.15354255918700813,0.0113343924223896,0.01357666589319706,0.15361673925672809,0.03230039535030242,-0.03144464185160975,2.220446049250313e-16,0.9483849483849484,0.9716949716949717,0.9590409590409591,0.9547119547119547,0.9637029637029637,0.98001998001998,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,7,0.5,248,-0.009747595743541471,0.015882052598030383,0.004759264196651411,0.0,0.008684153888027067,0.00868415388802712,0.14503437095486174,0.010593903626525594,0.012633178383111954,0.14510768579859887,0.032713505529588266,-0.027236046329621347,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.9683649683649683,0.9530469530469531,0.9637029637029637,0.9823509823509824,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,3,7,0.5,248,,,,,0.1135333859453908,0.1656849848523993,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,7,0.5,248,-0.001257168051060135,0.0040878648951010255,0.0019336443185822797,0.016129032258064516,0.0022904362769857528,0.0036110002547502518,0.03130168466633486,0.0022904362769857528,0.0036110002547502518,0.03130168466633486,-0.0002281127437468498,-0.0019899491340883316,,0.9433899433899434,0.97002997002997,0.9590409590409591,0.9530469530469531,0.9653679653679653,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9812187812187811
hidden_direction,3,2,0.5,248,-0.02439758526105825,0.03202813596383253,0.00913675620477266,0.07258064516129033,0.013357611596204683,0.013357611596204789,0.1568898177194233,0.014078628369456819,0.0164105836302042,0.15695724792538152,0.03194668985182239,-0.021566360227523312,2.220446049250313e-16,0.9467199467199467,0.9716949716949717,0.9583749583749583,0.9530469530469531,0.9637029637029637,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,2,0.5,248,-0.024179149123674772,0.03181593248414338,0.009720052870312388,0.07258064516129033,0.013347000841852948,0.013347000841852991,0.1559194426501375,0.014012380300330059,0.01624896377325058,0.15599952091372782,0.033791280561877836,-0.018598587282242313,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.961038961038961,0.9527139527139528,0.9637029637029637,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,3,2,0.5,248,,,,,0.09684951672622757,0.1441379528089661,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,2,0.5,248,-0.004027962820087664,0.007468531418990759,0.001232030838208786,0.020161290322580645,0.00232564561038969,0.005692382156848904,0.02717797732686684,0.00232564561038969,0.005692382156848904,0.02717797732686684,0.003415215399957472,-0.0024454978204542593,,0.945054945054945,0.9663669663669664,0.9683649683649683,0.9547119547119547,0.967032967032967,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9796703296703296
hidden_direction,3,,1.0,248,-0.030464753674004943,0.03994673390100362,,0.0846774193548387,0.012615088131310398,0.012615088131310445,0.1417007511594896,0.01299296300708046,0.01512211374938488,0.14175972997421218,0.030521838895736203,-0.018348632320280996,2.220446049250313e-16,0.9467199467199467,0.9716949716949717,0.9583749583749583,0.9530469530469531,0.962037962037962,0.9790209790209791,True,True,True,True,True,True,True,True,True,exact_one_step_pass,,,
hidden_subspace,3,,1.0,248,-0.0261794903600316,0.034406724526728494,,0.07258064516129033,0.013735008886389654,0.013735008886389698,0.15563761542130056,0.014248593928172223,0.01648494228720665,0.15571647852418885,0.03669105037566154,-0.018240005739273563,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.961038961038961,0.9527139527139528,0.962037962037962,0.9823509823509824,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,3,,1.0,248,-0.004747510016255206,0.007214328041434848,,0.020161290322580645,0.0024299515005681786,0.004613054916262627,0.028337809790466583,0.0024299515005681786,0.004613054916262627,0.028337809790466583,0.005243147573163433,-0.004572929874543221,,0.9417249417249417,0.9663669663669664,0.961038961038961,0.9530469530469531,0.9653679653679653,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9812187812187811
hidden_direction,3,1,1.0,248,-0.04537076407213752,0.06215757144967632,0.025127707965319882,0.10887096774193548,0.01808302996543545,0.018083029965435503,0.17110849237825196,0.01770298709462006,0.02000202052295208,0.17119708242675952,0.030506149415046938,-0.009131554634340348,1.1102230246251565e-16,0.9467199467199467,0.9716949716949717,0.9593739593739594,0.951048951048951,0.9603729603729604,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,1,1.0,248,-0.04182201571511299,0.05731245395869966,0.025021250587107663,0.08064516129032258,0.022546928547249982,0.022546928547250038,0.23642998082332733,0.022930775093094956,0.02627447247505188,0.23655168994540168,0.04635560127996629,-0.02443593548190209,2.220446049250313e-16,0.9467199467199467,0.9716949716949717,0.961038961038961,0.9527139527139528,0.962037962037962,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,3,1,1.0,248,,,,,0.14535173630331838,0.22424132760061738,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,1,1.0,248,-0.008518239052276133,0.013604113051508077,0.0027855771150232457,0.05241935483870968,0.004138103648719769,0.008401086647063492,0.04710478378429769,0.004138103648719769,0.008401086647063492,0.04710478378429769,0.005951681444721837,-0.004845034691595262,,0.9467199467199467,0.9663669663669664,0.9593739593739594,0.9527139527139528,0.9653679653679653,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9802031302031301
hidden_direction,3,7,1.0,248,-0.025983538531490175,0.03925688739241079,0.011579943637315068,0.08870967741935484,0.018575604095452107,0.018575604095452152,0.3070851183740159,0.022475819569081068,0.026988476514816284,0.30723389586614025,0.0650560317500945,-0.06438655237997731,1.831867990631483e-16,0.9467199467199467,0.9716949716949717,0.9583749583749583,0.9530469530469531,0.9653679653679653,0.9821012321012321,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,7,1.0,248,-0.01949805047903437,0.03111697108750358,0.009915620038628491,0.04435483870967742,0.01736830777605414,0.017368307776054217,0.2900687419097232,0.021028370694107106,0.02513214386999607,0.2902152151350052,0.06587406896775769,-0.05594182783557523,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.9683649683649683,0.9530469530469531,0.9637029637029637,0.9823509823509824,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,3,7,1.0,248,,,,,0.2270667718907816,0.33136996970479854,,,,,,,,,,,,,,,False,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,7,1.0,248,-0.0025273885249291394,0.008050535564668436,0.003923981471412087,0.016129032258064516,0.004586435178475034,0.007294002920389175,0.06274629037286486,0.004586435178475034,0.007294002920389175,0.06274629037286486,-0.00030231475830078125,-0.004148790913243447,,0.945054945054945,0.9716949716949717,0.9583749583749583,0.951048951048951,0.9653679653679653,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9823010323010323
hidden_direction,3,2,1.0,248,-0.04817830959813774,0.06453395163944647,0.01982280395343784,0.10080645161290322,0.026715223192409373,0.026715223192409456,0.31377963543884685,0.027964259460268003,0.032658059149980545,0.31391465579790456,0.06504627966111706,-0.04663470483595325,2.220446049250313e-16,0.9433899433899434,0.9716949716949717,0.955044955044955,0.9527139527139528,0.9603729603729604,0.9803196803196803,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,2,1.0,248,-0.04791495560815698,0.06431545051554083,0.021197177726383864,0.10483870967741936,0.026694001683705896,0.026694001683705927,0.3118388853002748,0.027852986421015476,0.03235389292240143,0.31199945581536137,0.06883693510486234,-0.04100362716182586,2.220446049250313e-16,0.9467199467199467,0.9716949716949717,0.961038961038961,0.9443889443889444,0.9603729603729604,0.9809024309024309,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,3,2,1.0,248,,,,,0.19369903345245515,0.2882759056179322,,,,,,,,,,,,,,,False,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,2,1.0,248,-0.008118742186345878,0.014702198778792558,0.0025445099685914175,0.05241935483870968,0.004769070231686196,0.011290642339736222,0.05556712750976364,0.004769070231686196,0.011290642339736222,0.05556712750976364,0.007162632480744393,-0.0053744162282636085,,0.9433899433899434,0.9663669663669664,0.9683649683649683,0.9530469530469531,0.967032967032967,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9799866799866799
hidden_direction,4,,0.25,347,-0.011298494280393477,0.013828621862179924,,0.05763688760806916,0.002603051734399584,0.002603051734399682,0.029998984594810502,0.0024682083985733366,0.0027023423463106155,0.030016994237985668,-0.011899898649979737,0.013638059412711635,2.220446049250313e-16,0.916083916083916,0.9064269064269064,0.9367299367299368,0.957042957042957,0.9254079254079254,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,4,,0.25,347,-0.011102822516014361,0.013635384788062477,,0.05763688760806916,0.002455764083963215,0.0024557640839632973,0.02624900104836864,0.002281112778899649,0.0024639666080474854,0.026261999950843516,-0.010878043490802864,0.012577617546323397,1.1102230246251565e-16,0.916083916083916,0.9064269064269064,0.9367299367299368,0.957042957042957,0.9254079254079254,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,4,,0.25,347,-0.0064959282584854125,0.008129078258334421,,0.05763688760806916,0.00220302540154038,0.0026498399674892426,0.03966902560347783,0.00220302540154038,0.0026498399674892426,0.03966902560347783,-0.012365005888925163,0.01346458413071866,,0.9177489177489178,0.9047619047619048,0.9304029304029304,0.9563769563769564,0.9254079254079254,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9473859473859474,0.9663669663669664
hidden_direction,4,1,0.25,347,-0.01644559182216637,0.021164637082203175,0.005945396234668115,0.069164265129683,0.0034533317235544638,0.0034533317235545466,0.037337700778476285,0.0035121111247570437,0.003745313733816147,0.03735523725663894,-0.013084763408737841,0.018998819400666427,1.1102230246251565e-16,0.916083916083916,0.9064269064269064,0.9367299367299368,0.957042957042957,0.922077922077922,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,4,1,0.25,347,-0.016320555380427516,0.021144498878992224,0.005805826297404902,0.069164265129683,0.0030295588307793463,0.003029558830779447,0.03023347789582691,0.00294410447007641,0.0030035078525543213,0.030247246846556664,-0.009564996109228657,0.013640170138576189,1.1102230246251565e-16,0.9144189144189144,0.9064269064269064,0.9367299367299368,0.957042957042957,0.922077922077922,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,4,1,0.25,347,,,,,0.029747254941888908,0.04814324095132269,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,4,1,0.25,347,-0.007374927947538553,0.010226663096006006,0.0020395770479531487,0.05763688760806916,0.002219666955020998,0.002871957421302795,0.03373369313669136,0.002219666955020998,0.002871957421302795,0.03373369313669136,-0.01168376911614058,0.012115500502352756,,0.9144189144189144,0.9047619047619048,0.9304029304029304,0.9547119547119547,0.9254079254079254,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9473859473859474,0.9663669663669664
hidden_direction,4,7,0.25,347,-0.010936300649833357,0.013470451667701196,0.0011135101059751506,0.043227665706051875,0.002265143687368043,0.0022651436873681145,0.026086799902609228,0.002776275037302064,0.003051724284887314,0.026101462049168193,-0.003182007187725144,0.0012206591515444886,1.1102230246251565e-16,0.916083916083916,0.9087579087579087,0.9400599400599401,0.957042957042957,0.9254079254079254,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,4,7,0.25,347,-0.011056577567504604,0.01360461076890048,0.001106540825767281,0.043227665706051875,0.0021274958642897765,0.0021274958642898806,0.024406074875040703,0.002647904099451018,0.002878732979297638,0.024420711617133117,-0.0035293095393551873,0.0024931849938648236,1.1102230246251565e-16,0.916083916083916,0.9087579087579087,0.9367299367299368,0.957042957042957,0.9254079254079254,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,4,7,0.25,347,,,,,0.03876387621084498,0.05556717812854404,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,4,7,0.25,347,-0.007964140800930044,0.010183849626724917,9.591114035427689e-05,0.02881844380403458,0.0029950379648967847,0.004021158441901207,0.055930014377626285,0.0029950379648967847,0.004021158441901207,0.055930014377626285,-0.016678098299317812,0.017618184817971002,,0.916083916083916,0.9064269064269064,0.9304029304029304,0.9563769563769564,0.9304029304029304,0.9696969696969697,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9473859473859474,0.9696969696969697
hidden_direction,4,2,0.25,347,-0.012933551824263036,0.017066821749820382,0.005363545581446675,0.05763688760806916,0.0037868579111847724,0.0037868579111848383,0.031667326226922456,0.003636269489308599,0.003929659724235535,0.03168261848841002,-0.003074382155360681,0.00523464411754773,2.220446049250313e-16,0.9144189144189144,0.9104229104229105,0.9367299367299368,0.957042957042957,0.922077922077922,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,4,2,0.25,347,-0.012892401687176123,0.01704941641036062,0.005282529805205096,0.05763688760806916,0.0036058317613373594,0.0036058317613374587,0.03142839662194348,0.003481507924001567,0.003776591271162033,0.031444508990310455,-0.00279998779296875,0.006011655076436419,1.8873791418627535e-16,0.916083916083916,0.9064269064269064,0.9367299367299368,0.957042957042957,0.9237429237429238,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,4,2,0.25,347,,,,,0.03131165725821918,0.0439058828565199,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,4,2,0.25,347,-0.0066342529557628215,0.009265404684548173,0.0017537788537591522,0.05763688760806916,0.001984371022678246,0.0025838695466518396,0.029264184010217787,0.001984371022678246,0.0025838695466518396,0.029264184010217787,-0.01000576404054845,0.010185153752307727,,0.916083916083916,0.903096903096903,0.9304029304029304,0.9547119547119547,0.9254079254079254,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9473859473859474,0.9663669663669664
hidden_direction,4,,0.5,347,-0.022482462066036938,0.027604738197027967,,0.069164265129683,0.00520610346879915,0.005206103468799236,0.05999796918962099,0.004939969269403119,0.00540839321911335,0.06003410048160154,-0.023713477406790345,0.027033231443905348,2.220446049250313e-16,0.9127539127539127,0.9087579087579087,0.9367299367299368,0.9563769563769564,0.9180819180819181,0.968031968031968,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,4,,0.5,347,-0.022099087202764375,0.0271688696241002,,0.069164265129683,0.0049115281679264185,0.004911528167926477,0.052498002096737204,0.004564430081535142,0.0049301255494356155,0.05252461886886905,-0.02167116324564909,0.024917404658512696,2.220446049250313e-16,0.9127539127539127,0.9064269064269064,0.935064935064935,0.9563769563769564,0.9197469197469198,0.968031968031968,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,4,,0.5,347,-0.012961597391363296,0.016322638775383425,,0.05763688760806916,0.004414244691817149,0.005299309268593788,0.07931337223766688,0.004414244691817149,0.005299309268593788,0.07931337223766688,-0.02469456917270803,0.0268390666510942,,0.9127539127539127,0.9047619047619048,0.9287379287379287,0.9530469530469531,0.9210789210789211,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9473859473859474,0.9663669663669664
hidden_direction,4,1,0.5,347,-0.032776099429301014,0.042392388279374416,0.01212039790331905,0.09221902017291066,0.006906663447108915,0.006906663447108993,0.07467540155695271,0.007029777188766587,0.007496034726500511,0.07470979395534531,-0.025891702525553853,0.03722133141773235,2.220446049250313e-16,0.9127539127539127,0.9154179154179154,0.935064935064935,0.9563769563769564,0.9067599067599068,0.9716949716949717,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,4,1,0.5,347,-0.03256574968166496,0.042429771654729664,0.011812559526968821,0.09221902017291066,0.006059117661558685,0.006059117661558741,0.06046695579165377,0.005889117862674963,0.006007403135299683,0.06049431133639572,-0.01884528608074793,0.026484464705849243,2.220446049250313e-16,0.9127539127539127,0.9154179154179154,0.9367299367299368,0.9563769563769564,0.9067599067599068,0.9716949716949717,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,4,1,0.5,347,,,,,0.059494509883777795,0.09628648190264535,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,4,1,0.5,347,-0.014750655018577974,0.020417050455832253,0.004126006677195217,0.05763688760806916,0.004432393012498572,0.005716987699270248,0.0670015001964758,0.004432393012498572,0.005716987699270248,0.0670015001964758,-0.023251470296458483,0.023971051922449117,,0.9127539127539127,0.9047619047619048,0.9254079254079254,0.9527139527139528,0.9197469197469198,0.968031968031968,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9473859473859474,0.968031968031968
hidden_direction,4,7,0.5,347,-0.021799108740736383,0.027111559818121227,0.0023494571060752303,0.069164265129683,0.00453028737473609,0.004530287374736198,0.052173599805218414,0.005550782306264732,0.006101503968238831,0.05220347620353575,-0.006240075191091049,0.002092586814154809,1.1102230246251565e-16,0.9127539127539127,0.9204129204129204,0.9413919413919414,0.9563769563769564,0.9197469197469198,0.9716949716949717,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,4,7,0.5,347,-0.022038204253912626,0.027375546907072328,0.002333735436350539,0.069164265129683,0.004254991728579542,0.004254991728579648,0.048812149750081385,0.005295617994382677,0.005757113918662071,0.048841093680271154,-0.00693382241196866,0.004634296516176603,1.1102230246251565e-16,0.9127539127539127,0.9204129204129204,0.935064935064935,0.9563769563769564,0.9197469197469198,0.9716949716949717,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,4,7,0.5,347,,,,,0.07752775242169006,0.11113435625708822,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,4,7,0.5,347,-0.01587991057660725,0.020337596903346022,0.0001938451263864747,0.043227665706051875,0.005988905748475869,0.008072689175605774,0.11150830666338676,0.005988905748475869,0.008072689175605774,0.11150830666338676,-0.03326186254319952,0.0350099723002409,,0.9127539127539127,0.9137529137529138,0.9304029304029304,0.9547119547119547,0.9270729270729271,0.9683649683649683,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9473859473859474,0.9683649683649683
hidden_direction,4,2,0.5,347,-0.025887851592685564,0.03429094018364798,0.01106038838430442,0.09221902017291066,0.00757371582236954,0.007573715822369622,0.06333465245384491,0.007269545906472962,0.007855387404561043,0.06336599012960274,-0.005900358260536744,0.009777915580815472,1.1102230246251565e-16,0.9127539127539127,0.922077922077922,0.935064935064935,0.9563769563769564,0.9117549117549117,0.9716949716949717,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,4,2,0.5,347,-0.0258201426812305,0.03427304514802665,0.01088211150703258,0.09221902017291066,0.007211663522674711,0.007211663522674789,0.06285679324388713,0.006960540183253522,0.00754939578473568,0.06288875706000012,-0.00536144157651522,0.011359926603025936,1.1102230246251565e-16,0.9127539127539127,0.9187479187479187,0.9367299367299368,0.9563769563769564,0.913086913086913,0.9716949716949717,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,4,2,0.5,347,,,,,0.06262331451643839,0.08781176571303992,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,4,2,0.5,347,-0.013272133303601764,0.01851443641824274,0.0035730361623843624,0.05763688760806916,0.003958601724646277,0.005158266052603721,0.0580241508266596,0.003958601724646277,0.005158266052603721,0.0580241508266596,-0.01982646579357664,0.02003162395026567,,0.9127539127539127,0.9047619047619048,0.9287379287379287,0.9530469530469531,0.9180819180819181,0.9663669663669664,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9473859473859474,0.9663669663669664
