arm,source_code,target_code,eta,n,source_prob_delta_mean,source_prob_delta_p95_abs,target_prob_delta_mean,primitive_switch_rate,action_l1_shift_mean_proxy,action_l1_shift_p95_proxy,raw_action_l2_shift_mean_proxy,action_l1_shift_mean_exact,action_l1_shift_p95_exact,raw_action_l2_shift_mean_exact,logprob_delta_mean_exact,entropy_delta_mean_exact,cash_q_sum_deviation_p95_proxy,mahalanobis_p95_pct,knn_p95_pct,pca_recon_p95_pct,ae_recon_p95_pct,density_p95_pct,ood_max_p95_pct,directionality_gate,policy_output_gate_proxy,policy_output_gate_exact,portfolio_behavior_gate_proxy,ood_safety_gate,no_immediate_risk_blowup_gate_proxy,exact_policy_forward_available,eligible_stage55_proxy,eligible_stage55_exact,status,blocked_exact_reason,obs_ood_max_p95_pct,latent_ood_max_p95_pct
input_level,1,2,0.25,789,-0.0002749664959528952,0.0005417222231755559,0.0008036667697890395,0.0,0.0006058794718958126,0.000959860160946846,0.006860812919695964,0.0006058794718958126,0.000959860160946846,0.006860812919695964,0.0010625261468730197,-0.0017530105262050458,,0.8687978687978669,0.8491508491508492,0.8947718947718948,0.9004329004328996,0.8191808191808192,0.9237429237429238,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9024309024309004,0.9237429237429238
hidden_direction,1,,0.5,789,-0.00937997863267519,0.011066437959138864,,0.017743979721166033,0.00322902400737683,0.003229024007376926,0.029973921895506666,0.002893434839821285,0.002950232848525047,0.029989327874190452,-0.0033206770477488315,0.0048233244959996835,1.1102230246251565e-16,0.8664668664668644,0.8564768564768565,0.8931068931068931,0.9017649017649012,0.8191808191808192,0.9327339327339327,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,1,,0.5,789,-0.00835544232291138,0.010242325879250974,,0.020278833967046894,0.004800939855872829,0.004800939855872904,0.045112964531617554,0.004544909805040547,0.004993852600455283,0.04513603171241601,-0.008408603257250574,0.013363082750366366,1.1102230246251565e-16,0.8674658674658653,0.8564768564768565,0.8947718947718948,0.9017649017649012,0.8205128205128205,0.9343989343989344,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,1,,0.5,789,-0.003282482938971944,0.004451248449189288,,0.019011406844106463,0.0039759934590645465,0.005212116986513138,0.06916881677504577,0.0039759934590645465,0.005212116986513138,0.06916881677504577,-0.017439645203951797,0.017436260808405615,,0.8658008658008637,0.8548118548118548,0.8897768897768897,0.9030969030969028,0.8191808191808192,0.9270729270729271,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9024309024309004,0.9270729270729271
hidden_direction,1,7,0.5,789,-0.01280541900969609,0.015090111271358536,0.0013274648544383133,0.036755386565272496,0.006426574561852736,0.006426574561852813,0.09427787047028292,0.008110276969912237,0.009120058268308634,0.09432042639405101,0.012580591160685994,-0.014577877687712888,1.1102230246251565e-16,0.8684648684648661,0.8771228771228772,0.8914418914418915,0.8994338994338986,0.8354978354978355,0.9397269397269398,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,1,7,0.5,789,-0.011475194952040269,0.014059393044755064,0.0012805546277538532,0.03929024081115336,0.00470184073678049,0.004701840736780545,0.06197412639765006,0.006065715064208469,0.006484855338931082,0.06199563955191726,0.005006782908856642,-0.002275116392263744,1.1102230246251565e-16,0.8674658674658653,0.8771228771228772,0.8947718947718948,0.9004329004328996,0.8354978354978355,0.9397269397269398,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,1,7,0.5,789,,,,,0.09015595835494085,0.12461421672447481,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,1,7,0.5,789,-0.005314907962933779,0.0076760565922222145,0.00010452315542248356,0.019011406844106463,0.007366042895802074,0.010141724720597267,0.13003780199179404,0.007366042895802074,0.010141724720597267,0.13003780199179404,-0.033790602883458594,0.03260476386743504,,0.8621378621378603,0.8648018648018648,0.8897768897768897,0.8937728937728936,0.8238428238428238,0.9287379287379287,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9024309024309004,0.9287379287379287
hidden_direction,1,2,0.5,789,-0.0033398217776403243,0.0045391166771057145,0.004711350923311189,0.04055766793409379,0.00544003763018133,0.0054400376301813914,0.07970017926739842,0.005712995487436445,0.006725502759218208,0.07972962676496712,0.018221121474968315,-0.021760996152541786,1.1102230246251565e-16,0.8671328671328653,0.8581418581418582,0.8947718947718948,0.9004329004328996,0.8191808191808192,0.9317349317349317,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,1,2,0.5,789,-0.0005110097323527982,0.0012068695712704747,0.0016410669138333062,0.017743979721166033,0.0030488121822550194,0.0030488121822550944,0.04232105025735382,0.0031881661606416654,0.0036776322871446576,0.04234126841481799,0.01183450599738098,-0.010015992912804975,1.1102230246251565e-16,0.8701298701298679,0.8531468531468531,0.8947718947718948,0.9024309024309012,0.8238428238428238,0.9300699300699301,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,1,2,0.5,789,,,,,0.047726058421275336,0.08402888652220455,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,1,2,0.5,789,-0.0005504210411761618,0.0010836966821809457,0.0016134981112928685,0.008871989860583017,0.0012123988556506818,0.0019130073487758636,0.01373766075715857,0.0012123988556506818,0.0019130073487758636,0.01373766075715857,0.002148752732270873,-0.0035360261363523845,,0.8677988677988662,0.8491508491508492,0.8947718947718948,0.9004329004328996,0.8191808191808192,0.9237429237429238,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9024309024309004,0.9237429237429238
hidden_direction,1,,1.0,789,-0.018838006051305266,0.022077262512680718,,0.10773130544993663,0.006458048014753651,0.006458048014753751,0.05994784379101333,0.00578339075662564,0.005897323787212372,0.05997867870920058,-0.006349474153893378,0.008849662519679776,1.1102230246251565e-16,0.8644688644688628,0.8771228771228772,0.8947718947718948,0.8977688977688978,0.8191808191808192,0.935064935064935,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,1,,1.0,789,-0.01694640854030265,0.0205865839555949,,0.10139416983523447,0.009601879711745639,0.00960187971174568,0.09022592906323518,0.009097950355974894,0.009995356574654576,0.09027264123671559,-0.016486889509193796,0.025801171519154984,1.1102230246251565e-16,0.8658008658008637,0.8754578754578755,0.8947718947718948,0.8997668997668995,0.8221778221778222,0.9387279387279387,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,1,,1.0,789,-0.0066210665447383535,0.008915025168538177,,0.032953105196451206,0.00794449742973153,0.010494472458958626,0.13753036448805203,0.00794449742973153,0.010494472458958626,0.13753036448805203,-0.034599918225267846,0.034487976925152486,,0.8631368631368611,0.8664668664668664,0.8881118881118881,0.8944388944388945,0.8158508158508159,0.9287379287379287,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9024309024309004,0.9287379287379287
hidden_direction,1,7,1.0,789,-0.025853194222590366,0.030166806665244766,0.003124991731544924,0.13307984790874525,0.012853149123705483,0.012853149123705509,0.18855574094056582,0.016159940544038975,0.018178487196564664,0.18864144392415447,0.025974815184928016,-0.03148967322287904,1.1102230246251565e-16,0.8658008658008637,0.8964368964368964,0.8914418914418915,0.8915750915750913,0.8255078255078255,0.9317349317349317,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,1,7,1.0,789,-0.023464400445307343,0.028319518479693717,0.002993449158588829,0.12420785804816223,0.009403681473560976,0.009403681473561066,0.12394825279530008,0.012114420998251333,0.012952482327818867,0.12399101596330357,0.010825656363870406,-0.006816762481805489,1.1102230246251565e-16,0.8667998667998645,0.8964368964368964,0.8981018981018981,0.893240093240093,0.8238428238428238,0.9367299367299368,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,1,7,1.0,789,,,,,0.18031191670988173,0.24922843344894968,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,1,7,1.0,789,-0.010878183141217404,0.015571235103235881,0.00022618862830543272,0.09759188846641319,0.014638875326654002,0.020211607217788696,0.25579917271289837,0.014638875326654002,0.020211607217788696,0.25579917271289837,-0.06622331375102732,0.06344950667503367,,0.8496170496170486,0.8721278721278721,0.8881118881118881,0.882517482517482,0.8221778221778222,0.9267399267399268,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9041625041625027,0.9267399267399268
hidden_direction,1,2,1.0,789,-0.006696892989572979,0.009062481160380137,0.009482928896350324,0.09505703422053231,0.010880075260362687,0.010880075260362769,0.15940035853479678,0.011369289001697824,0.013393120840191824,0.15946018920576316,0.036608663348643954,-0.04405914422677044,2.220446049250313e-16,0.8648018648018635,0.8771228771228772,0.8947718947718948,0.8984348984348979,0.8191808191808192,0.9361971361971357,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,1,2,1.0,789,-0.0010559847037253864,0.0024534923114994944,0.0032677273913375438,0.02788339670468948,0.006097624364510048,0.006097624364510151,0.0846421005147075,0.0063622724146821805,0.007340960577130311,0.08468303473427873,0.023729152703617612,-0.020220583684846326,1.1102230246251565e-16,0.869463869463867,0.8598068598068598,0.8947718947718948,0.903429903429902,0.8305028305028305,0.9327339327339327,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,1,2,1.0,789,,,,,0.09545211684255067,0.1680577730444091,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,1,2,1.0,789,-0.0011071494746673727,0.002168345715424097,0.0032513023468455074,0.019011406844106463,0.0024358902117107605,0.0037910491228103638,0.02765768613189421,0.0024358902117107605,0.0037910491228103638,0.02765768613189421,0.0044101333134678984,-0.007219408854785527,,0.8674658674658661,0.8498168498168498,0.8947718947718948,0.899234099234098,0.8175158175158175,0.9262071262071261,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.9007659007658988,0.9262071262071261
hidden_direction,2,,0.25,342,-0.009298206026770275,0.01074569017721344,,0.03216374269005848,0.0036133192056992895,0.003613319205699326,0.04364623277196438,0.003196975074664891,0.0036216508597135544,0.04366620402369234,-0.012192709404125548,0.01794549596239949,2.220446049250313e-16,0.8817848817848818,0.8754578754578755,0.9147519147519148,0.9044289044289044,0.8951048951048951,0.9537129537129537,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,2,,0.25,342,-0.008674231548138968,0.009939456063338625,,0.017543859649122806,0.0032753133502450254,0.003275313350245092,0.03938901642329943,0.0028811936696980433,0.003258688375353813,0.03940995204213418,-0.011340202643857366,0.015722107468989856,2.220446049250313e-16,0.8817848817848818,0.8754578754578755,0.9147519147519148,0.9044289044289044,0.8951048951048951,0.9537129537129537,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,2,,0.25,342,-0.005376458187647538,0.006493279081429881,,0.017543859649122806,0.0025437383242605024,0.003235096111893654,0.04948943021178943,0.0025437383242605024,0.003235096111893654,0.04948943021178943,-0.013056147168254295,0.01629935370551215,,0.8817848817848818,0.8754578754578755,0.9147519147519148,0.9077589077589078,0.8951048951048951,0.9537129537129537,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.8994338994338994,0.9537129537129537
hidden_direction,2,1,0.25,342,-0.0032749215235097426,0.004115269979183933,0.0021011403147783822,0.014619883040935672,0.0027200188150906775,0.0027200188150907113,0.03985008963369922,0.0025158302357409434,0.0029190145432949066,0.03986461293932639,-0.00996410079866822,0.013902385332431013,2.220446049250313e-16,0.8834498834498834,0.8754578754578755,0.9147519147519148,0.9044289044289044,0.8951048951048951,0.9553779553779553,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,2,1,0.25,342,-0.0011073984199655655,0.0015217760004950787,0.0004436817358111615,0.0,0.0015244060911275093,0.0015244060911276044,0.021160525128676944,0.0014226119638535014,0.0016198959201574326,0.02117066932243039,-0.0062457748323853255,0.006230783741376553,1.1102230246251565e-16,0.8834498834498834,0.8737928737928738,0.9147519147519148,0.9044289044289044,0.8967698967698968,0.9553779553779553,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,2,1,0.25,342,,,,,0.024159778757553766,0.03847728829054188,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,2,1,0.25,342,-0.0014255658968368797,0.0018744890513844314,0.0005029952994099558,0.0,0.0008109029306218638,0.0010877866297960281,0.011976946466629617,0.0008109029306218638,0.0010877866297960281,0.011976946466629617,-0.003007275319238852,0.004620513023688779,,0.8834498834498834,0.8721278721278721,0.913086913086913,0.906093906093906,0.8951048951048951,0.957042957042957,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.8994338994338994,0.957042957042957
hidden_direction,2,7,0.25,342,-0.010811277686907638,0.012715340279591869,0.00039830186617887753,0.04678362573099415,0.00324345347894776,0.0032434534789478574,0.024808868163760253,0.0026046325675925315,0.0026357844471931458,0.02482306839059494,-0.004423665721514072,0.008066032365051627,1.1102230246251565e-16,0.8817848817848818,0.8771228771228772,0.9147519147519148,0.9044289044289044,0.8937728937728938,0.9537129537129537,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,2,7,0.25,342,-0.010201150170335918,0.011944286094936862,0.00039071175936319225,0.03216374269005848,0.003141854382615612,0.0031418543826157233,0.023178190376869003,0.0024910974234604,0.00255550816655159,0.02318666055689604,-0.004767947726779514,0.007734399092824836,2.220446049250313e-16,0.8817848817848818,0.8771228771228772,0.9180819180819181,0.9044289044289044,0.8951048951048951,0.9537129537129537,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,2,7,0.25,342,,,,,0.03808123470139619,0.04758538163652443,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,2,7,0.25,342,-0.008947214631306656,0.010781775811054772,-4.07028435688349e-07,0.03216374269005848,0.0044360405422355,0.005644649267196655,0.08958918850716444,0.0044360405422355,0.005644649267196655,0.08958918850716444,-0.024106254354555007,0.028587988245556927,,0.8751248751248751,0.8771228771228772,0.9197469197469198,0.906093906093906,0.8871128871128872,0.9503829503829504,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.8994338994338994,0.9503829503829504
hidden_direction,2,,0.5,342,-0.01851078021371412,0.02153139400948595,,0.07309941520467836,0.007226638411398571,0.0072266384113986205,0.08729246554392854,0.00640792774897047,0.007259009405970573,0.08733262152176852,-0.02429955465751782,0.035609641270330776,2.220446049250313e-16,0.8817848817848818,0.8771228771228772,0.913086913086913,0.8994338994338994,0.8871128871128872,0.9453879453879453,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,2,,0.5,342,-0.017297059460473222,0.019943681654863987,,0.07017543859649122,0.006550626700490038,0.006550626700490142,0.07877803284659861,0.005773227509350804,0.006529353559017181,0.0788197402368512,-0.022603955185204222,0.03120299668339958,2.220446049250313e-16,0.8817848817848818,0.8771228771228772,0.9147519147519148,0.9010989010989011,0.8921078921078921,0.9470529470529471,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,2,,0.5,342,-0.010716111280060501,0.012955076409028876,,0.03216374269005848,0.005098133571228089,0.006478428840637207,0.09882722901757697,0.005098133571228089,0.006478428840637207,0.09882722901757697,-0.026049273753026774,0.032445450275264985,,0.8784548784548785,0.8771228771228772,0.9147519147519148,0.9077589077589078,0.8871128871128872,0.9487179487179487,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.8994338994338994,0.9487179487179487
hidden_direction,2,1,0.5,342,-0.006542020494489719,0.008225573376064166,0.0042023116938278895,0.04678362573099415,0.005440037630181341,0.0054400376301813914,0.07970017926739818,0.0050447786237761295,0.0058528706431388855,0.0797296082546488,-0.01988793534842151,0.02766570152595029,1.1102230246251565e-16,0.8834498834498834,0.8771228771228772,0.913086913086913,0.9044289044289044,0.8937728937728938,0.9537129537129537,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,2,1,0.5,342,-0.002221543922634902,0.003049340970797676,0.0008803508727825547,0.0,0.003048812182255027,0.003048812182255091,0.0423210502573537,0.002848458454579289,0.0032433662563562393,0.042341193184256554,-0.012477629365976791,0.012413404141253198,1.1102230246251565e-16,0.8834498834498834,0.8771228771228772,0.9147519147519148,0.9044289044289044,0.8967698967698968,0.9553779553779553,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,2,1,0.5,342,,,,,0.04831955751510753,0.07695457658108379,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,2,1,0.5,342,-0.0028459732393978925,0.003748181748670698,0.001003623752186112,0.014619883040935672,0.0016201446976578026,0.0021448545157909393,0.023887442653639276,0.0016201446976578026,0.0021448545157909393,0.023887442653639276,-0.006000295717116685,0.009207697639688414,,0.8834498834498834,0.8754578754578755,0.9097569097569097,0.906093906093906,0.8951048951048951,0.9553779553779553,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.8994338994338994,0.9553779553779553
hidden_direction,2,7,0.5,342,-0.021574239483016275,0.02558638876263064,0.0008597133963310309,0.07309941520467836,0.006486906957895515,0.006486906957895604,0.04961773632752053,0.005208431743085384,0.005270475521683693,0.04964615816348478,-0.008647561770433571,0.015580160576000548,1.1102230246251565e-16,0.8817848817848818,0.8787878787878788,0.913086913086913,0.8994338994338994,0.8871128871128872,0.9470529470529471,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,2,7,0.5,342,-0.020400457117191892,0.024079385984018098,0.0008419662343164354,0.06725146198830409,0.006283708765231214,0.006283708765231308,0.04635638075373798,0.004981530672320497,0.005110161378979683,0.046373337812242454,-0.00936227095754523,0.014986116286606817,1.1102230246251565e-16,0.8817848817848818,0.8804528804528805,0.9180819180819181,0.9027639027639027,0.8871128871128872,0.9487179487179487,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,2,7,0.5,342,,,,,0.07616246940279243,0.09517076327304898,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,2,7,0.5,342,-0.01776393499577985,0.021358577429867853,1.084433538679318e-06,0.08187134502923976,0.008882439657174356,0.01130719669163227,0.17820807633518476,0.008882439657174356,0.01130719669163227,0.17820807633518476,-0.04792332788657027,0.05653782894736842,,0.8801198801198801,0.8787878787878788,0.9180819180819181,0.9044289044289044,0.8754578754578755,0.942057942057942,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.8994338994338994,0.942057942057942
hidden_direction,2,,1.0,342,-0.03665012614380316,0.043110352758934045,,0.15497076023391812,0.014453276822797142,0.01445327682279722,0.17458493108785728,0.012871666266773527,0.014580797404050827,0.1746654129690594,-0.04824273628101014,0.07009042215626142,1.1102230246251565e-16,0.8751248751248751,0.8787878787878788,0.9097569097569097,0.8944388944388945,0.8754578754578755,0.942057942057942,True,True,True,True,True,True,True,True,True,exact_one_step_pass,,,
hidden_subspace,2,,1.0,342,-0.03436098785759609,0.04011190426535388,,0.11988304093567251,0.01310125340098008,0.01310125340098019,0.1575560656931971,0.011589926035737086,0.0131072998046875,0.1576390884250228,-0.04489559597439236,0.06144341809010645,2.220446049250313e-16,0.8751248751248751,0.8837828837828838,0.913086913086913,0.8994338994338994,0.8821178821178821,0.942057942057942,True,True,True,True,True,True,True,True,True,exact_one_step_pass,,,
input_level,2,,1.0,342,-0.021257733156824953,0.02583834006462815,,0.11988304093567251,0.010230663188934674,0.013009881600737572,0.1968201570953542,0.010230663188934674,0.013009881600737572,0.1968201570953542,-0.051783578437671327,0.0642248008683411,,0.8767898767898767,0.8804528804528805,0.913086913086913,0.9010989010989011,0.8754578754578755,0.942057942057942,True,True,True,True,True,True,True,True,True,exact_one_step_pass,,0.8994338994338994,0.942057942057942
hidden_direction,2,1,1.0,342,-0.013050829940358662,0.01642861369041826,0.008403686846607956,0.09649122807017543,0.010880075260362684,0.010880075260362769,0.1594003585347965,0.010142397522185629,0.011764954775571823,0.15946009550352544,-0.039625335157963265,0.054782688966271476,1.1102230246251565e-16,0.8817848817848818,0.8804528804528805,0.9097569097569097,0.9044289044289044,0.8854478854478854,0.9453879453879453,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,2,1,1.0,342,-0.004469553479459204,0.006121399522614257,0.0017326017709983262,0.023391812865497075,0.006097624364510057,0.006097624364510161,0.08464210051470752,0.00570990967057776,0.006501205265522003,0.0846831138240315,-0.02489770365040205,0.024636787280701754,1.1102230246251565e-16,0.8817848817848818,0.8771228771228772,0.9147519147519148,0.9044289044289044,0.8984348984348984,0.9537129537129537,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,2,1,1.0,342,,,,,0.09663911503021518,0.1539091531621677,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,2,1,1.0,342,-0.005669445319606351,0.007483060919652729,0.002002411094766309,0.03216374269005848,0.003238209844594113,0.004266742616891861,0.047592921351349494,0.003238209844594113,0.004266742616891861,0.047592921351349494,-0.011947453370568349,0.018306219089798063,,0.8817848817848818,0.8771228771228772,0.9064269064269064,0.9077589077589078,0.8921078921078921,0.9553779553779553,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.8977688977688978,0.9553779553779553
hidden_direction,2,7,1.0,342,-0.04290652932224112,0.05174119612015399,0.0020103249146156458,0.14912280701754385,0.01297381391579102,0.012973813915791096,0.09923547265504101,0.01041320931406049,0.01053653284907341,0.09929230589179965,-0.016494929441931653,0.028949626007972407,1.1102230246251565e-16,0.8751248751248751,0.8931068931068931,0.9114219114219114,0.8944388944388945,0.8737928737928738,0.942057942057942,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,2,7,1.0,342,-0.04074742972861438,0.048879562745792804,0.001961888607737499,0.11988304093567251,0.012567417530462416,0.012567417530462501,0.09271276150747593,0.00996022134997517,0.010216992348432541,0.09274672871531799,-0.018020228335731907,0.02803980955603527,2.220446049250313e-16,0.8767898767898767,0.8997668997668997,0.9180819180819181,0.9044289044289044,0.8787878787878788,0.942057942057942,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,2,7,1.0,342,,,,,0.15232493880558493,0.190341526546098,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,2,7,1.0,342,-0.03507330023050042,0.04284872520370303,1.2719945019302212e-05,0.14912280701754385,0.017811516855369535,0.02259351871907711,0.3524214699428681,0.017811516855369535,0.02259351871907711,0.3524214699428681,-0.09466670967682063,0.11064346491941932,,0.8684648684648685,0.8897768897768897,0.9147519147519148,0.8864468864468864,0.8621378621378621,0.932067932067932,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,0.8994338994338994,0.932067932067932
hidden_direction,3,,0.25,248,-0.007757623706918399,0.01000664019810249,,0.020161290322580645,0.0031537720328275965,0.0031537720328276564,0.035425187789872324,0.0032632447433687986,0.0037927255034446716,0.03543957866608135,0.007529366400934035,-0.004292518861832157,2.220446049250313e-16,0.9500499500499501,0.97002997002997,0.9593739593739594,0.9547119547119547,0.9653679653679653,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,,0.25,248,-0.006609952973320279,0.008550589894848859,,0.020161290322580645,0.0034337522215974205,0.0034337522215974955,0.03890940385532518,0.003578643607456357,0.004134787246584892,0.038929407815298724,0.009046477656210623,-0.004187245522775958,2.220446049250313e-16,0.9500499500499501,0.9696969696969697,0.961038961038961,0.9547119547119547,0.9653679653679653,0.9823509823509824,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
input_level,3,,0.25,248,-0.0011844122832187429,0.0018170699085396091,,0.0,0.0005948584256393294,0.0011057183146476746,0.006903448789906237,0.0005948584256393294,0.0011057183146476746,0.006903448789906237,0.0012691713148547756,-0.0010937721498550908,,0.9467199467199467,0.9663669663669664,0.961038961038961,0.9530469530469531,0.9653679653679653,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9790209790209791
hidden_direction,3,1,0.25,248,-0.01148943676771457,0.015397616053495544,0.005912566978864782,0.04032258064516129,0.0045207574913588644,0.004520757491358919,0.04277712309456293,0.004439974083535133,0.005011849105358124,0.04279920158367003,0.007310944218789378,-0.0013671690417874243,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.961038961038961,0.9530469530469531,0.9637029637029637,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,1,0.25,248,-0.01045035333832946,0.014186854337148003,0.005904097816991696,0.04032258064516129,0.0056367321368125,0.005636732136812563,0.05910749520583202,0.005766353224434199,0.006596138700842857,0.05913762533436379,0.011178001280753844,-0.004885242831322455,1.1102230246251565e-16,0.9500499500499501,0.9716949716949717,0.961038961038961,0.9530469530469531,0.9653679653679653,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
logit_action_mean,3,1,0.25,248,,,,,0.03633793407582961,0.05606033190015437,,,,,,,,,,,,,,,True,,,,,False,False,False,action_mean_proxy_only_not_causal_hidden_intervention,no_environment_rollout_or_policy_logprob_for_counterfactual_action_mean,,
input_level,3,1,0.25,248,-0.002118608421937623,0.00347741871809093,0.0006783611168687052,0.0,0.0010123367105881052,0.002129379659891127,0.011447499146602386,0.0010123367105881052,0.002129379659891127,0.011447499146602386,0.0013785669880528604,-0.0010617471510364163,,0.945054945054945,0.9663669663669664,0.9666999666999667,0.9530469530469531,0.9653679653679653,0.993006993006993,False,True,True,True,False,True,True,False,False,descriptive_only_or_unsafe,,0.993006993006993,0.9790209790209791
hidden_direction,3,7,0.25,248,-0.006563264822081565,0.009759942663297383,0.0026961328773416286,0.0,0.004643901023863052,0.004643901023863116,0.07677127959350409,0.005691199856359632,0.006808459758758545,0.07680854450670942,0.016093546344387914,-0.015534277885190902,2.220446049250313e-16,0.9500499500499501,0.9716949716949717,0.9593739593739594,0.9547119547119547,0.9653679653679653,0.9806859806859807,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
hidden_subspace,3,7,0.25,248,-0.0048726253344690326,0.008013065387313917,0.002330779933013732,0.0,0.004342076944013535,0.004342076944013582,0.07251718547743076,0.005316793625693648,0.006333071738481522,0.07255373778001915,0.016298817050072453,-0.013433733294087072,2.220446049250313e-16,0.9500499500499501,0.97002997002997,0.9683649683649683,0.9547119547119547,0.9653679653679653,0.9823509823509824,False,True,True,True,True,True,True,False,False,descriptive_only_or_unsafe,,,
