adapter,arm,source_code,objective_mode,loss_source_idx,n_adapter_train_rows,n_adapter_holdout_rows,epoch,loss,alpha_mse,bad_loss,mean_source_weight,mean_alpha_train,delta_norm
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,25.0,0.0005472760531120002,0.0002546730684116483,0.027418717741966248,0.10953836143016815,0.015950478613376617,0.00025467315572313964
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,50.0,0.00030054093804210424,8.567201439291239e-05,0.02744229882955551,0.10953836143016815,0.00924698356539011,8.567204349674284e-05
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,75.0,8.913187775760889e-05,8.409284419030882e-06,0.027464058250188828,0.10953836143016815,0.0028953792061656713,8.40928350953618e-06
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,100.0,4.8616631829645485e-05,2.5605377231840976e-06,0.027468526735901833,0.10953836143016815,0.0015975094866007566,2.560545226515387e-06
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,125.0,3.9571768866153434e-05,1.7064080566342454e-06,0.027469534426927567,0.10953836143016815,0.0013037014286965132,1.7064079429474077e-06
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,150.0,3.386022581253201e-05,1.2546445304906229e-06,0.027470171451568604,0.10953836143016815,0.0011173824314028025,1.2546471452878905e-06
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,175.0,2.903425229305867e-05,9.259392186322657e-07,0.027470706030726433,0.10953836143016815,0.0009594750008545816,9.259427997676539e-07
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,200.0,2.5448314772802405e-05,7.133861572583555e-07,0.027471104636788368,0.10953836143016815,0.0008418567012995481,7.133890562727174e-07
learned_context_no_bad_penalty_hidden_direction,hidden_direction,4,context_no_bad,4,2720,40,220.0,2.324836350453552e-05,5.964071192465781e-07,0.027471352368593216,0.10953836143016815,0.0007695777458138764,5.964067781860649e-07
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,1.0,0.01732383295893669,0.00032350371475331485,0.0011480796383693814,0.03013055957853794,0.01798621006309986,0.0003235027252230793
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,25.0,0.017311908304691315,0.00027215565205551684,0.001148098148405552,0.03013055957853794,0.01649322174489498,0.00027215571026317775
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,50.0,0.017289239913225174,0.000180962510057725,0.0011481178225949407,0.03013055957853794,0.013415835797786713,0.00018096246640197933
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,75.0,0.017258750274777412,7.302920130314305e-05,0.0011481639230623841,0.03013055957853794,0.008445927873253822,7.302920130314305e-05
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,100.0,0.01724238321185112,3.6916244425810874e-05,0.0011480351677164435,0.03013055957853794,0.005503447726368904,3.691623714985326e-05
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,125.0,0.017233509570360184,4.979565346729942e-05,0.001147609786130488,0.03013055957853794,0.004426768980920315,4.979566438123584e-05
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,150.0,0.017228133976459503,6.830467464169487e-05,0.001147279399447143,0.03013055957853794,0.003847817424684763,6.830464553786442e-05
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,175.0,0.017223460599780083,9.299784142058343e-05,0.0011469327146187425,0.03013055957853794,0.003473614575341344,9.299784869654104e-05
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,200.0,0.017218371853232384,0.0001275604299735278,0.0011465158313512802,0.03013055957853794,0.0031958376057446003,0.00012756040086969733
learned_context_random_labels_hidden_direction,hidden_direction,4,context_bad_suppression,7,2720,40,220.0,0.017213398590683937,0.0001666954776737839,0.0011460940586403012,0.03013055957853794,0.0030121358577162027,0.00016669549222569913
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,1.0,0.02890772931277752,0.009325794875621796,0.027412958443164825,0.10953836143016815,0.01798621006309986,0.00032350525725632906
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,25.0,0.026655830442905426,0.008205234073102474,0.027363615110516548,0.10953836143016815,0.01938139833509922,0.0004503994423430413
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,50.0,0.02023925445973873,0.004980804864317179,0.02719588205218315,0.10953836143016815,0.024854199960827827,0.0017998114926740527
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,75.0,0.012824906036257744,0.0011798260966315866,0.02692202478647232,0.10953836143016815,0.03165619075298309,0.0063237822614610195
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,100.0,0.011299976147711277,0.00037245021667331457,0.026825161650776863,0.10953836143016815,0.032934535294771194,0.008493251167237759
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,125.0,0.010903767310082912,0.0001656483655096963,0.02680584415793419,0.10953836143016815,0.033085040748119354,0.009032469242811203
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,150.0,0.010768597014248371,9.483769827056676e-05,0.026799505576491356,0.10953836143016815,0.032958321273326874,0.009235745295882225
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,175.0,0.010708045214414597,6.180893251439556e-05,0.026795808225870132,0.10953836143016815,0.032922375947237015,0.009385427460074425
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,200.0,0.010683782398700714,4.781853931490332e-05,0.026793358847498894,0.10953836143016815,0.0328807532787323,0.00948260072618723
oracle_schedule_adapter_hidden_subspace,hidden_subspace,4,oracle_schedule,4,2720,40,220.0,0.01067452784627676,4.241280839778483e-05,0.026792366057634354,0.10953836143016815,0.032858241349458694,0.009522408246994019
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,1.0,0.018683109432458878,0.009325794875621796,0.027412958443164825,0.10953836143016815,0.01798621006309986,0.00032350525725632906
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,25.0,0.016452345997095108,0.008205471560359001,0.027363648638129234,0.10953836143016815,0.01937505416572094,0.0004500611685216427
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,50.0,0.010108739137649536,0.004979868419468403,0.02719620056450367,0.10953836143016815,0.024811236187815666,0.001794458832591772
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,75.0,0.002846033312380314,0.0011859749210998416,0.026924295350909233,0.10953836143016815,0.03150705248117447,0.006268328987061977
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,100.0,0.001369560370221734,0.0003797371464315802,0.02682991325855255,0.10953836143016815,0.03271805867552757,0.008367281407117844
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,125.0,0.0009841546416282654,0.00017284211935475469,0.026811199262738228,0.10953836143016815,0.0328468419611454,0.008888132870197296
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,150.0,0.0008517313399352133,0.0001014682711684145,0.026804983615875244,0.10953836143016815,0.03271894529461861,0.009086818434298038
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,175.0,0.0007926688995212317,6.794428190914914e-05,0.026801351457834244,0.10953836143016815,0.03267958387732506,0.009233742952346802
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,200.0,0.0007691252394579351,5.3565170674119145e-05,0.02679895982146263,0.10953836143016815,0.032636210322380066,0.009328065440058708
oracle_no_bad_penalty_hidden_subspace,hidden_subspace,4,oracle_schedule_no_bad,4,2720,40,220.0,0.0007601377437822521,4.801246541319415e-05,0.026798009872436523,0.10953836143016815,0.032612528651952744,0.009366120211780071
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,1.0,0.4112931787967682,0.00032350371475331485,0.027412958443164825,0.10953836143016815,0.01798621006309986,0.00032350525725632906
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,25.0,0.4106709361076355,0.00044897355837747455,0.02737027406692505,0.10953836143016815,0.019993193447589874,0.0004489736456889659
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,50.0,0.4076208174228668,0.003656537039205432,0.027137793600559235,0.10953836143016815,0.04107615351676941,0.003656537039205432
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,75.0,0.40145808458328247,0.02372366189956665,0.026567094027996063,0.10953836143016815,0.09107134491205215,0.0237236637622118
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,100.0,0.3947196900844574,0.05442577973008156,0.02592542953789234,0.10953836143016815,0.11535327881574631,0.05442577973008156
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,125.0,0.39128437638282776,0.07650429010391235,0.025570997968316078,0.10953836143016815,0.12766669690608978,0.07650429010391235
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,150.0,0.3899388909339905,0.08725378662347794,0.02541949599981308,0.10953836143016815,0.13594016432762146,0.08725379407405853
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,175.0,0.3893110156059265,0.09229794144630432,0.025349484756588936,0.10953836143016815,0.14065639674663544,0.09229794889688492
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,200.0,0.38895222544670105,0.09506340324878693,0.025310611352324486,0.10953836143016815,0.14344534277915955,0.09506340324878693
learned_context_adapter_hidden_subspace,hidden_subspace,4,context_bad_suppression,4,2720,40,220.0,0.3887714147567749,0.09691929817199707,0.025287482887506485,0.10953836143016815,0.14549866318702698,0.09691929817199707
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,1.0,0.0006269323639571667,0.00032350371475331485,0.027412958443164825,0.10953836143016815,0.01798621006309986,0.00032350525725632906
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,25.0,0.0005472761113196611,0.00025467309751547873,0.02741963416337967,0.10953836143016815,0.015950478613376617,0.00025467309751547873
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,50.0,0.00030054093804210424,8.567201439291239e-05,0.027442825958132744,0.10953836143016815,0.00924698356539011,8.567200711695477e-05
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,75.0,8.913187775760889e-05,8.40928350953618e-06,0.02746422402560711,0.10953836143016815,0.0028953792061656713,8.409280781052075e-06
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,100.0,4.86166391056031e-05,2.560537495810422e-06,0.027468616142868996,0.10953836143016815,0.0015975097194314003,2.56052612712665e-06
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,125.0,3.9571768866153434e-05,1.7064080566342454e-06,0.027469607070088387,0.10953836143016815,0.0013037014286965132,1.706410671431513e-06
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,150.0,3.38602221745532e-05,1.2546445304906229e-06,0.02747022919356823,0.10953836143016815,0.0011173823149874806,1.2546476000352413e-06
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,175.0,2.903425229305867e-05,9.259392186322657e-07,0.027470756322145462,0.10953836143016815,0.0009594750008545816,9.259385365112394e-07
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,200.0,2.5448314772802405e-05,7.133861572583555e-07,0.02747114934027195,0.10953836143016815,0.0008418567012995481,7.133852477636538e-07
learned_context_no_bad_penalty_hidden_subspace,hidden_subspace,4,context_no_bad,4,2720,40,220.0,2.324836350453552e-05,5.964071192465781e-07,0.0274713933467865,0.10953836143016815,0.0007695777458138764,5.964094498267514e-07
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,1.0,0.01732586696743965,0.00032350371475331485,0.001148215145803988,0.03013055957853794,0.01798621006309986,0.00032350525725632906
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,25.0,0.017313824966549873,0.0002720438060350716,0.0011482276022434235,0.03013055957853794,0.01649041660130024,0.00027204377693124115
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,50.0,0.017290949821472168,0.00017989665502682328,0.001148246810771525,0.03013055957853794,0.013392753899097443,0.00017989665502682328
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,75.0,0.01725994423031807,7.004590588621795e-05,0.0011482944246381521,0.03013055957853794,0.008334209211170673,7.004591316217557e-05
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,100.0,0.01724480651319027,2.820833833538927e-05,0.0011483212001621723,0.03013055957853794,0.005253084469586611,2.820833833538927e-05
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,125.0,0.017240356653928757,1.894802880997304e-05,0.0011483174748718739,0.03013055957853794,0.004255494102835655,1.8948037904920056e-05
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,150.0,0.01723802275955677,1.648092620598618e-05,0.0011482784757390618,0.03013055957853794,0.0038113307673484087,1.6480948033859022e-05
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,175.0,0.01723555102944374,2.1138357624295168e-05,0.0011481409892439842,0.03013055957853794,0.003552606562152505,2.113835398631636e-05
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,200.0,0.017233725637197495,2.5507522877887823e-05,0.0011480501852929592,0.03013055957853794,0.003305429592728615,2.5507502869004384e-05
learned_context_random_labels_hidden_subspace,hidden_subspace,4,context_bad_suppression,7,2720,40,220.0,0.017232688143849373,2.874747406167444e-05,0.0011479939566925168,0.03013055957853794,0.0031716669909656048,2.874745950975921e-05
