code_id,n,freq,mean_return,median_return,mean_vix,mean_regime_p1
0,527,0.1754911754911755,-0.0001434721497663732,-0.00015063968819761797,-0.16991681792316923,0.640623436258148
1,789,0.2627372627372627,0.0008649727384633549,0.000849621135476486,-0.6008944883629802,0.8188569783947238
2,342,0.11388611388611389,0.000685458507557672,0.0006506680463187475,-0.9120565593686522,0.8306907126952333
3,248,0.08258408258408259,-2.552892857058693e-05,0.0008086302009160384,1.6248790956432781,-1.242900263157583
4,347,0.11555111555111555,0.0005804603170424679,0.0007040997560432416,0.12633497033386307,-1.1667454112160103
5,349,0.11621711621711622,0.0005939777905023232,0.00030575015813405493,0.5921966466535,-1.2155506122846658
6,343,0.11421911421911422,0.0004330688407342833,0.0005153049774919705,0.4133148143032658,-0.9895674009256217
7,58,0.019314019314019316,0.003403461879558323,0.0034080397124186534,2.7623833972832252,-1.2485476732254028
